Accession No.,Title,Subtitle,Author 1,Author 2,Author 3,Edition,Publisher,Place,Year,Subject,Class No. ,Location,Availability Message
8396,प्राचीन मराठी संत कवयित्री,,बेंडाळे भारती,,,1,प्रशांत,जळगाव,2016,मराठी,,मराठी,Krupaya upalabdhtesathi Accession No. (8396) counter-var sanga.
8397,प्राचीन मराठी संत कवयित्री,,बेंडाळे भारती,,,1,प्रशांत,जळगाव,2016,मराठी,,मराठी,Krupaya upalabdhtesathi Accession No. (8397) counter-var sanga.
8398,प्राचीन मराठी संत कवयित्री,,बेंडाळे भारती,,,1,प्रशांत,जळगाव,2016,मराठी,,मराठी,Krupaya upalabdhtesathi Accession No. (8398) counter-var sanga.
8399,प्राचीन मराठी संत कवयित्री,,बेंडाळे भारती,,,1,प्रशांत,जळगाव,2016,मराठी,,मराठी,Krupaya upalabdhtesathi Accession No. (8399) counter-var sanga.
8400,प्राचीन मराठी संत कवयित्री,,बेंडाळे भारती,,,1,प्रशांत,जळगाव,2016,मराठी,,मराठी,Krupaya upalabdhtesathi Accession No. (8400) counter-var sanga.
8401,हिंदी साहित्य का इतिहास,,इंगळे जालिंदर,,,1,अक्षरवेध,पुणे,2021,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8401) counter-var sanga.
8402,हिंदी साहित्य का इतिहास,,इंगळे जालिंदर,,,1,अक्षरवेध,पुणे,2021,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8402) counter-var sanga.
8403,हिंदी साहित्य का इतिहास,,इंगळे जालिंदर,,,1,अक्षरवेध,पुणे,2021,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8403) counter-var sanga.
8404,हिंदी साहित्य का इतिहास,,इंगळे जालिंदर,,,1,अक्षरवेध,पुणे,2021,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8404) counter-var sanga.
8405,हिंदी साहित्य का इतिहास,,इंगळे जालिंदर,,,1,अक्षरवेध,पुणे,2021,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8405) counter-var sanga.
8406,हिंदी साहित्य का इतिहास,,इंगळे जालिंदर,,,1,अक्षरवेध,पुणे,2021,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8406) counter-var sanga.
8407,हिंदी साहित्य का इतिहास,,इंगळे जालिंदर,,,1,अक्षरवेध,पुणे,2021,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8407) counter-var sanga.
8408,हिंदी साहित्य का इतिहास,,इंगळे जालिंदर,,,1,अक्षरवेध,पुणे,2021,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8408) counter-var sanga.
8409,हिंदी साहित्य का इतिहास,,इंगळे जालिंदर,,,1,अक्षरवेध,पुणे,2021,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8409) counter-var sanga.
8410,हिंदी साहित्य का इतिहास,,इंगळे जालिंदर,,,1,अक्षरवेध,पुणे,2021,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8410) counter-var sanga.
8411,हिंदी साहित्य का इतिहास,,इंगळे जालिंदर,,,1,अक्षरवेध,पुणे,2021,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8411) counter-var sanga.
8412,हिंदी साहित्य का इतिहास,,इंगळे जालिंदर,,,1,अक्षरवेध,पुणे,2021,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8412) counter-var sanga.
8413,हिंदी साहित्य का इतिहास,,इंगळे जालिंदर,,,1,अक्षरवेध,पुणे,2021,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8413) counter-var sanga.
8414,हिंदी साहित्य का इतिहास,,इंगळे जालिंदर,,,1,अक्षरवेध,पुणे,2021,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8414) counter-var sanga.
8415,हिंदी साहित्य का इतिहास,,इंगळे जालिंदर,,,1,अक्षरवेध,पुणे,2021,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8415) counter-var sanga.
8416,हिंदी व्याकरण एवं अभिव्यक्ती कौशल,,पानपाटील सु,कुवर गौ,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8416) counter-var sanga.
8417,हिंदी व्याकरण एवं अभिव्यक्ती कौशल,,पानपाटील सु,कुवर गौ,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8417) counter-var sanga.
8418,हिंदी व्याकरण एवं अभिव्यक्ती कौशल,,पानपाटील सु,कुवर गौ,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8418) counter-var sanga.
8419,हिंदी व्याकरण एवं अभिव्यक्ती कौशल,,पानपाटील सु,कुवर गौ,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8419) counter-var sanga.
8420,हिंदी व्याकरण एवं अभिव्यक्ती कौशल,,पानपाटील सु,कुवर गौ,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8420) counter-var sanga.
8421,हिंदी व्याकरण एवं अभिव्यक्ती कौशल,,पानपाटील सु,कुवर गौ,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8421) counter-var sanga.
8422,हिंदी व्याकरण एवं अभिव्यक्ती कौशल,,पानपाटील सु,कुवर गौ,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8422) counter-var sanga.
8423,हिंदी व्याकरण एवं अभिव्यक्ती कौशल,,पानपाटील सु,कुवर गौ,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8423) counter-var sanga.
8424,हिंदी व्याकरण एवं अभिव्यक्ती कौशल,,पानपाटील सु,कुवर गौ,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8424) counter-var sanga.
8425,हिंदी व्याकरण एवं अभिव्यक्ती कौशल,,पानपाटील सु,कुवर गौ,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8425) counter-var sanga.
8426,हिंदी व्याकरण एवं अभिव्यक्ती कौशल,,पानपाटील सु,कुवर गौ,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8426) counter-var sanga.
8427,हिंदी व्याकरण एवं अभिव्यक्ती कौशल,,पानपाटील सु,कुवर गौ,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8427) counter-var sanga.
8428,हिंदी व्याकरण एवं अभिव्यक्ती कौशल,,पानपाटील सु,कुवर गौ,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8428) counter-var sanga.
8429,हिंदी व्याकरण एवं अभिव्यक्ती कौशल,,पानपाटील सु,कुवर गौ,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8429) counter-var sanga.
8430,हिंदी व्याकरण एवं अभिव्यक्ती कौशल,,पानपाटील सु,कुवर गौ,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8430) counter-var sanga.
8431,सुगम काव्यशास्त्र,,इंगळे जालिंदर,,,1,प्रशांत,जळगाव,2019,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8431) counter-var sanga.
8432,सुगम काव्यशास्त्र,,इंगळे जालिंदर,,,1,प्रशांत,जळगाव,2019,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8432) counter-var sanga.
8433,सुगम काव्यशास्त्र,,इंगळे जालिंदर,,,1,प्रशांत,जळगाव,2019,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8433) counter-var sanga.
8434,सुगम काव्यशास्त्र,,इंगळे जालिंदर,,,1,प्रशांत,जळगाव,2019,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8434) counter-var sanga.
8435,सुगम काव्यशास्त्र,,इंगळे जालिंदर,,,1,प्रशांत,जळगाव,2019,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8435) counter-var sanga.
8436,सुगम काव्यशास्त्र,,इंगळे जालिंदर,,,1,प्रशांत,जळगाव,2019,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8436) counter-var sanga.
8437,सुगम काव्यशास्त्र,,इंगळे जालिंदर,,,1,प्रशांत,जळगाव,2019,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8437) counter-var sanga.
8438,सुगम काव्यशास्त्र,,इंगळे जालिंदर,,,1,प्रशांत,जळगाव,2019,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8438) counter-var sanga.
8439,सुगम काव्यशास्त्र,,इंगळे जालिंदर,,,1,प्रशांत,जळगाव,2019,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8439) counter-var sanga.
8440,सुगम काव्यशास्त्र,,इंगळे जालिंदर,,,1,प्रशांत,जळगाव,2019,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8440) counter-var sanga.
8441,सुगम काव्यशास्त्र,,इंगळे जालिंदर,,,1,प्रशांत,जळगाव,2019,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8441) counter-var sanga.
8442,सुगम काव्यशास्त्र,,इंगळे जालिंदर,,,1,प्रशांत,जळगाव,2019,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8442) counter-var sanga.
8443,सुगम काव्यशास्त्र,,इंगळे जालिंदर,,,1,प्रशांत,जळगाव,2019,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8443) counter-var sanga.
8444,सुगम काव्यशास्त्र,,इंगळे जालिंदर,,,1,प्रशांत,जळगाव,2019,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8444) counter-var sanga.
8445,सुगम काव्यशास्त्र,,इंगळे जालिंदर,,,1,प्रशांत,जळगाव,2019,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8445) counter-var sanga.
8446,"संपादन, लेखन और साहित्य (मुद्रित माध्यम)",,पाटील दीपक,,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8446) counter-var sanga.
8447,"संपादन, लेखन और साहित्य (मुद्रित माध्यम)",,पाटील दीपक,,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8447) counter-var sanga.
8448,"संपादन, लेखन और साहित्य (मुद्रित माध्यम)",,पाटील दीपक,,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8448) counter-var sanga.
8449,"संपादन, लेखन और साहित्य (मुद्रित माध्यम)",,पाटील दीपक,,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8449) counter-var sanga.
8450,"संपादन, लेखन और साहित्य (मुद्रित माध्यम)",,पाटील दीपक,,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8450) counter-var sanga.
8451,"संपादन, लेखन और साहित्य (मुद्रित माध्यम)",,पाटील दीपक,,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8451) counter-var sanga.
8452,"संपादन, लेखन और साहित्य (मुद्रित माध्यम)",,पाटील दीपक,,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8452) counter-var sanga.
8453,"संपादन, लेखन और साहित्य (मुद्रित माध्यम)",,पाटील दीपक,,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8453) counter-var sanga.
8454,"संपादन, लेखन और साहित्य (मुद्रित माध्यम)",,पाटील दीपक,,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8454) counter-var sanga.
8455,"संपादन, लेखन और साहित्य (मुद्रित माध्यम)",,पाटील दीपक,,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8455) counter-var sanga.
8456,"संपादन, लेखन और साहित्य (मुद्रित माध्यम)",,पाटील दीपक,,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8456) counter-var sanga.
8457,"संपादन, लेखन और साहित्य (मुद्रित माध्यम)",,पाटील दीपक,,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8457) counter-var sanga.
8458,"संपादन, लेखन और साहित्य (मुद्रित माध्यम)",,पाटील दीपक,,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8458) counter-var sanga.
8459,"संपादन, लेखन और साहित्य (मुद्रित माध्यम)",,पाटील दीपक,,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8459) counter-var sanga.
8460,"संपादन, लेखन और साहित्य (मुद्रित माध्यम)",,पाटील दीपक,,,1,प्रशांत,जळगाव,2020,हिंदी,,हिंदी,Krupaya upalabdhtesathi Accession No. (8460) counter-var sanga.
8461,English Communication,,Patil A P,Borse P S,,1,Academic,Pune,2018,English,,English,Krupaya upalabdhtesathi Accession No. (8461) counter-var sanga.
8462,English Communication,,Patil A P,Borse P S,,1,Academic,Pune,2018,English,,English,Krupaya upalabdhtesathi Accession No. (8462) counter-var sanga.
8463,English Communication,,Patil A P,Borse P S,,1,Academic,Pune,2018,English,,English,Krupaya upalabdhtesathi Accession No. (8463) counter-var sanga.
8464,English Communication,,Patil A P,Borse P S,,1,Academic,Pune,2018,English,,English,Krupaya upalabdhtesathi Accession No. (8464) counter-var sanga.
8465,English Communication,,Patil A P,Borse P S,,1,Academic,Pune,2018,English,,English,Krupaya upalabdhtesathi Accession No. (8465) counter-var sanga.
8466,English Communication,,Patil A P,Borse P S,,1,Academic,Pune,2018,English,,English,Krupaya upalabdhtesathi Accession No. (8466) counter-var sanga.
8467,English Communication,,Patil A P,Borse P S,,1,Academic,Pune,2018,English,,English,Krupaya upalabdhtesathi Accession No. (8467) counter-var sanga.
8468,English Communication,,Patil A P,Borse P S,,1,Academic,Pune,2018,English,,English,Krupaya upalabdhtesathi Accession No. (8468) counter-var sanga.
8469,English Communication,,Patil A P,Borse P S,,1,Academic,Pune,2018,English,,English,Krupaya upalabdhtesathi Accession No. (8469) counter-var sanga.
8470,English Communication,,Patil A P,Borse P S,,1,Academic,Pune,2018,English,,English,Krupaya upalabdhtesathi Accession No. (8470) counter-var sanga.
8471,English Communication,,Patil A P,Borse P S,,1,Academic,Pune,2018,English,,English,Krupaya upalabdhtesathi Accession No. (8471) counter-var sanga.
8472,English Communication,,Patil A P,Borse P S,,1,Academic,Pune,2018,English,,English,Krupaya upalabdhtesathi Accession No. (8472) counter-var sanga.
8473,English Communication,,Patil A P,Borse P S,,1,Academic,Pune,2018,English,,English,Krupaya upalabdhtesathi Accession No. (8473) counter-var sanga.
8474,English Communication,,Patil A P,Borse P S,,1,Academic,Pune,2018,English,,English,Krupaya upalabdhtesathi Accession No. (8474) counter-var sanga.
8475,English Communication,,Patil A P,Borse P S,,1,Academic,Pune,2018,English,,English,Krupaya upalabdhtesathi Accession No. (8475) counter-var sanga.
8476,English for Practical Purposes,,Mahajan S D,,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8476) counter-var sanga.
8477,English for Practical Purposes,,Mahajan S D,,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8477) counter-var sanga.
8478,English for Practical Purposes,,Mahajan S D,,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8478) counter-var sanga.
8479,English for Practical Purposes,,Mahajan S D,,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8479) counter-var sanga.
8480,English for Practical Purposes,,Mahajan S D,,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8480) counter-var sanga.
8481,English for Practical Purposes,,Mahajan S D,,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8481) counter-var sanga.
8482,English for Practical Purposes,,Mahajan S D,,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8482) counter-var sanga.
8483,English for Practical Purposes,,Mahajan S D,,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8483) counter-var sanga.
8484,English for Practical Purposes,,Mahajan S D,,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8484) counter-var sanga.
8485,English for Practical Purposes,,Mahajan S D,,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8485) counter-var sanga.
8486,English for Practical Purposes,,Mahajan S D,,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8486) counter-var sanga.
8487,English for Practical Purposes,,Mahajan S D,,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8487) counter-var sanga.
8488,English for Practical Purposes,,Mahajan S D,,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8488) counter-var sanga.
8489,English for Practical Purposes,,Mahajan S D,,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8489) counter-var sanga.
8490,English for Practical Purposes,,Mahajan S D,,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8490) counter-var sanga.
8491,An Introduction to Literacy Criticism,,Bhabad P R,Kulkarni C U,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8491) counter-var sanga.
8492,An Introduction to Literacy Criticism,,Bhabad P R,Kulkarni C U,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8492) counter-var sanga.
8493,An Introduction to Literacy Criticism,,Bhabad P R,Kulkarni C U,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8493) counter-var sanga.
8494,An Introduction to Literacy Criticism,,Bhabad P R,Kulkarni C U,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8494) counter-var sanga.
8495,An Introduction to Literacy Criticism,,Bhabad P R,Kulkarni C U,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8495) counter-var sanga.
8496,An Introduction to Literacy Criticism,,Bhabad P R,Kulkarni C U,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8496) counter-var sanga.
8497,An Introduction to Literacy Criticism,,Bhabad P R,Kulkarni C U,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8497) counter-var sanga.
8498,An Introduction to Literacy Criticism,,Bhabad P R,Kulkarni C U,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8498) counter-var sanga.
8499,An Introduction to Literacy Criticism,,Bhabad P R,Kulkarni C U,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8499) counter-var sanga.
8500,An Introduction to Literacy Criticism,,Bhabad P R,Kulkarni C U,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8500) counter-var sanga.
8501,An Introduction to Literacy Criticism,,Bhabad P R,Kulkarni C U,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8501) counter-var sanga.
8502,An Introduction to Literacy Criticism,,Bhabad P R,Kulkarni C U,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8502) counter-var sanga.
8503,An Introduction to Literacy Criticism,,Bhabad P R,Kulkarni C U,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8503) counter-var sanga.
8504,An Introduction to Literacy Criticism,,Bhabad P R,Kulkarni C U,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8504) counter-var sanga.
8505,An Introduction to Literacy Criticism,,Bhabad P R,Kulkarni C U,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8505) counter-var sanga.
8506,Modern English Grammer,,Kulkarni C U,,,1,Academic,Pune,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8506) counter-var sanga.
8507,Modern English Grammer,,Kulkarni C U,,,1,Academic,Pune,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8507) counter-var sanga.
8508,Modern English Grammer,,Kulkarni C U,,,1,Academic,Pune,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8508) counter-var sanga.
8509,Modern English Grammer,,Kulkarni C U,,,1,Academic,Pune,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8509) counter-var sanga.
8510,Modern English Grammer,,Kulkarni C U,,,1,Academic,Pune,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8510) counter-var sanga.
8511,Modern English Grammer,,Kulkarni C U,,,1,Academic,Pune,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8511) counter-var sanga.
8512,Modern English Grammer,,Kulkarni C U,,,1,Academic,Pune,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8512) counter-var sanga.
8513,Modern English Grammer,,Kulkarni C U,,,1,Academic,Pune,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8513) counter-var sanga.
8514,Modern English Grammer,,Kulkarni C U,,,1,Academic,Pune,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8514) counter-var sanga.
8515,Modern English Grammer,,Kulkarni C U,,,1,Academic,Pune,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8515) counter-var sanga.
8516,Modern English Grammer,,Kulkarni C U,,,1,Academic,Pune,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8516) counter-var sanga.
8517,Modern English Grammer,,Kulkarni C U,,,1,Academic,Pune,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8517) counter-var sanga.
8518,Modern English Grammer,,Kulkarni C U,,,1,Academic,Pune,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8518) counter-var sanga.
8519,Modern English Grammer,,Kulkarni C U,,,1,Academic,Pune,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8519) counter-var sanga.
8520,Modern English Grammer,,Kulkarni C U,,,1,Academic,Pune,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8520) counter-var sanga.
8521,Introduction to Linguistics,,Kulkarni C U,,,1,Prashant,Jalgaon,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8521) counter-var sanga.
8522,Introduction to Linguistics,,Kulkarni C U,,,1,Prashant,Jalgaon,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8522) counter-var sanga.
8523,Introduction to Linguistics,,Kulkarni C U,,,1,Prashant,Jalgaon,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8523) counter-var sanga.
8524,Introduction to Linguistics,,Kulkarni C U,,,1,Prashant,Jalgaon,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8524) counter-var sanga.
8525,Introduction to Linguistics,,Kulkarni C U,,,1,Prashant,Jalgaon,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8525) counter-var sanga.
8526,Introduction to Linguistics,,Kulkarni C U,,,1,Prashant,Jalgaon,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8526) counter-var sanga.
8527,Introduction to Linguistics,,Kulkarni C U,,,1,Prashant,Jalgaon,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8527) counter-var sanga.
8528,Introduction to Linguistics,,Kulkarni C U,,,1,Prashant,Jalgaon,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8528) counter-var sanga.
8529,Introduction to Linguistics,,Kulkarni C U,,,1,Prashant,Jalgaon,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8529) counter-var sanga.
8530,Introduction to Linguistics,,Kulkarni C U,,,1,Prashant,Jalgaon,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8530) counter-var sanga.
8531,Introduction to Linguistics,,Kulkarni C U,,,1,Prashant,Jalgaon,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8531) counter-var sanga.
8532,Introduction to Linguistics,,Kulkarni C U,,,1,Prashant,Jalgaon,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8532) counter-var sanga.
8533,Introduction to Linguistics,,Kulkarni C U,,,1,Prashant,Jalgaon,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8533) counter-var sanga.
8534,Introduction to Linguistics,,Kulkarni C U,,,1,Prashant,Jalgaon,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8534) counter-var sanga.
8535,Introduction to Linguistics,,Kulkarni C U,,,1,Prashant,Jalgaon,2020,English,,English,Krupaya upalabdhtesathi Accession No. (8535) counter-var sanga.
8536,The Theory of Novel,,Kulkarni C U,Bhabad P R,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8536) counter-var sanga.
8537,The Theory of Novel,,Kulkarni C U,Bhabad P R,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8537) counter-var sanga.
8538,The Theory of Novel,,Kulkarni C U,Bhabad P R,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8538) counter-var sanga.
8539,The Theory of Novel,,Kulkarni C U,Bhabad P R,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8539) counter-var sanga.
8540,The Theory of Novel,,Kulkarni C U,Bhabad P R,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8540) counter-var sanga.
8541,The Theory of Novel,,Kulkarni C U,Bhabad P R,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8541) counter-var sanga.
8542,The Theory of Novel,,Kulkarni C U,Bhabad P R,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8542) counter-var sanga.
8543,The Theory of Novel,,Kulkarni C U,Bhabad P R,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8543) counter-var sanga.
8544,The Theory of Novel,,Kulkarni C U,Bhabad P R,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8544) counter-var sanga.
8545,The Theory of Novel,,Kulkarni C U,Bhabad P R,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8545) counter-var sanga.
8546,The Theory of Novel,,Kulkarni C U,Bhabad P R,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8546) counter-var sanga.
8547,The Theory of Novel,,Kulkarni C U,Bhabad P R,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8547) counter-var sanga.
8548,The Theory of Novel,,Kulkarni C U,Bhabad P R,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8548) counter-var sanga.
8549,The Theory of Novel,,Kulkarni C U,Bhabad P R,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8549) counter-var sanga.
8550,The Theory of Novel,,Kulkarni C U,Bhabad P R,,1,Academic,Pune,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8550) counter-var sanga.
8551,A Course in Translation Studies,,Kulkarni C U,,,1,Prashant,Jalgaon,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8551) counter-var sanga.
8552,A Course in Translation Studies,,Kulkarni C U,,,1,Prashant,Jalgaon,2021,English,,English,Krupaya upalabdhtesathi Accession No. (8552) counter-var sanga.
